N  np  isd iz0    thetainf           qinf
1 5001  0   0   9.66766111e-01   1.05470546e-01
        s0            us, m/s            q_s            theta_s        rho_w, kg/m^3      nu, m^2/s
  1.00000000e-09   4.00000000e+00   4.00000000e-04   2.00000000e-01   1.02000000e+03   1.56800000e-05
      pi0              pi1              pi2              pi3              pi5              pi6
  2.50000000e+00   8.27261483e-02   6.83211225e-01   2.70483712e-05   2.30952591e-05   6.34729156e+00
      pi7              pi8              pi9              pi12             pi13             pi17
  1.32279714e+00   5.69105691e-04   1.33151534e-02   2.65503332e-06   3.06250000e+00   2.70126199e-02
     zwt, m            z0, m           z_q, m            z1, m            h, m           g, m/s^2
  5.00000000e+00   2.44897959e-02   2.90364307e-07   9.79591837e-02   1.00000000e+00   9.80000000e+00
      Ceps1            Ceps2            Ceps3             alp              alpe            alpeps
  1.44000000e+00   1.92000000e+00   1.00000000e+00   3.00000000e-01   1.00000000e+00   7.70000000e-01
      alpv              alpT            sig0t             Cb               kp              u1log
  1.00000000e+00   1.00000000e+00   6.70000000e-01   1.80000000e+00   4.32449982e-01   3.20567561e+00
    Rd, J/kg/K       Rv, J/kg/K       cw, J/kg/K      cpd, J/kg/K          kd              sigma
  2.87000000e+02   4.61510000e+02   4.21800000e+03   1.00500000e+03   2.85714286e-01   8.66949654e+02
      T0, K            P0, Pa       rho_d0, kg/m^3     D0, m^2/s       K0, J/m/s/K        pvs0, Pa
  3.00000000e+02   1.01300000e+05   1.17653891e+00   2.59664363e-05   2.62160000e-02   3.56710931e+03
        q0            l0, J/kg         Rmin, m          Rmax, m           r0, m           a0, m/s
  2.18981665e-02   2.45000000e+06   6.00000000e-05   6.00000000e-05   6.00000000e-05   3.30904593e-01
  9.43703484e+01   1.30590525e-01  -1.82663695e-02   9.52399404e-01  -6.66666668e-04   9.45795873e-01   5.02322249e+01
  9.44103445e+01   1.30575857e-01  -1.82663695e-02   9.52392383e-01  -6.66666668e-04   9.45773308e-01   5.02562849e+01
  9.44503406e+01   1.30561196e-01  -1.82663695e-02   9.52385363e-01  -6.66666668e-04   9.45750744e-01   5.02803465e+01
  9.44903367e+01   1.30546542e-01  -1.82663695e-02   9.52378343e-01  -6.66666668e-04   9.45728180e-01   5.03044099e+01
  9.45303327e+01   1.30531895e-01  -1.82663695e-02   9.52371323e-01  -6.66666668e-04   9.45705616e-01   5.03284749e+01
  9.45703288e+01   1.30517254e-01  -1.82663695e-02   9.52364303e-01  -6.66666668e-04   9.45683053e-01   5.03525415e+01
  9.46103249e+01   1.30502620e-01  -1.82663695e-02   9.52357284e-01  -6.66666668e-04   9.45660490e-01   5.03766099e+01
  9.46503210e+01   1.30487993e-01  -1.82663695e-02   9.52350265e-01  -6.66666668e-04   9.45637928e-01   5.04006799e+01
  9.46903171e+01   1.30473373e-01  -1.82663695e-02   9.52343246e-01  -6.66666668e-04   9.45615365e-01   5.04247515e+01
  9.47303131e+01   1.30458759e-01  -1.82663695e-02   9.52336228e-01  -6.66666668e-04   9.45592804e-01   5.04488248e+01
  9.47703092e+01   1.30444152e-01  -1.82663695e-02   9.52329209e-01  -6.66666668e-04   9.45570242e-01   5.04728998e+01
  9.48103053e+01   1.30429552e-01  -1.82663695e-02   9.52322191e-01  -6.66666668e-04   9.45547681e-01   5.04969764e+01
  9.48503014e+01   1.30414958e-01  -1.82663695e-02   9.52315174e-01  -6.66666668e-04   9.45525120e-01   5.05210547e+01
  9.48902975e+01   1.30400372e-01  -1.82663695e-02   9.52308156e-01  -6.66666668e-04   9.45502560e-01   5.05451347e+01
  9.49302936e+01   1.30385792e-01  -1.82663695e-02   9.52301139e-01  -6.66666668e-04   9.45480000e-01   5.05692163e+01
  9.49702896e+01   1.30371218e-01  -1.82663695e-02   9.52294122e-01  -6.66666668e-04   9.45457440e-01   5.05932996e+01
  9.50102857e+01   1.30356652e-01  -1.82663695e-02   9.52287105e-01  -6.66666668e-04   9.45434881e-01   5.06173845e+01
  9.50502818e+01   1.30342092e-01  -1.82663695e-02   9.52280088e-01  -6.66666668e-04   9.45412322e-01   5.06414711e+01
  9.50902779e+01   1.30327538e-01  -1.82663695e-02   9.52273072e-01  -6.66666668e-04   9.45389764e-01   5.06655594e+01
  9.51302740e+01   1.30312992e-01  -1.82663695e-02   9.52266056e-01  -6.66666668e-04   9.45367206e-01   5.06896493e+01
  9.51702700e+01   1.30298452e-01  -1.82663695e-02   9.52259040e-01  -6.66666668e-04   9.45344648e-01   5.07137409e+01
  9.52102661e+01   1.30283919e-01  -1.82663695e-02   9.52252024e-01  -6.66666668e-04   9.45322091e-01   5.07378341e+01
  9.52502622e+01   1.30269392e-01  -1.82663695e-02   9.52245009e-01  -6.66666668e-04   9.45299533e-01   5.07619290e+01
  9.52902583e+01   1.30254872e-01  -1.82663695e-02   9.52237994e-01  -6.66666668e-04   9.45276977e-01   5.07860255e+01
  9.53302544e+01   1.30240359e-01  -1.82663695e-02   9.52230979e-01  -6.66666668e-04   9.45254421e-01   5.08101237e+01
  9.53702504e+01   1.30225852e-01  -1.82663695e-02   9.52223964e-01  -6.66666668e-04   9.45231865e-01   5.08342236e+01
  9.54102465e+01   1.30211352e-01  -1.82663695e-02   9.52216950e-01  -6.66666668e-04   9.45209309e-01   5.08583251e+01
  9.54502426e+01   1.30196859e-01  -1.82663695e-02   9.52209935e-01  -6.66666668e-04   9.45186754e-01   5.08824283e+01
  9.54902387e+01   1.30182372e-01  -1.82663695e-02   9.52202922e-01  -6.66666668e-04   9.45164199e-01   5.09065331e+01
  9.55302348e+01   1.30167892e-01  -1.82663695e-02   9.52195908e-01  -6.66666668e-04   9.45141645e-01   5.09306396e+01
  9.55702309e+01   1.30153419e-01  -1.82663695e-02   9.52188894e-01  -6.66666668e-04   9.45119090e-01   5.09547477e+01
  9.56102269e+01   1.30138952e-01  -1.82663695e-02   9.52181881e-01  -6.66666668e-04   9.45096537e-01   5.09788575e+01
  9.56502230e+01   1.30124492e-01  -1.82663695e-02   9.52174868e-01  -6.66666668e-04   9.45073983e-01   5.10029690e+01
  9.56902191e+01   1.30110038e-01  -1.82663695e-02   9.52167856e-01  -6.66666668e-04   9.45051430e-01   5.10270821e+01
  9.57302152e+01   1.30095591e-01  -1.82663695e-02   9.52160843e-01  -6.66666668e-04   9.45028878e-01   5.10511968e+01
  9.57702113e+01   1.30081150e-01  -1.82663695e-02   9.52153831e-01  -6.66666668e-04   9.45006326e-01   5.10753132e+01
  9.58102073e+01   1.30066717e-01  -1.82663695e-02   9.52146819e-01  -6.66666668e-04   9.44983774e-01   5.10994313e+01
  9.58502034e+01   1.30052289e-01  -1.82663695e-02   9.52139807e-01  -6.66666668e-04   9.44961222e-01   5.11235510e+01
  9.58901995e+01   1.30037869e-01  -1.82663695e-02   9.52132795e-01  -6.66666668e-04   9.44938671e-01   5.11476724e+01
  9.59301956e+01   1.30023454e-01  -1.82663695e-02   9.52125784e-01  -6.66666668e-04   9.44916120e-01   5.11717954e+01
  9.59701917e+01   1.30009047e-01  -1.82663695e-02   9.52118773e-01  -6.66666668e-04   9.44893570e-01   5.11959201e+01
  9.60101878e+01   1.29994646e-01  -1.82663695e-02   9.52111762e-01  -6.66666668e-04   9.44871020e-01   5.12200464e+01
  9.60501838e+01   1.29980251e-01  -1.82663695e-02   9.52104752e-01  -6.66666668e-04   9.44848470e-01   5.12441744e+01
  9.60901799e+01   1.29965863e-01  -1.82663695e-02   9.52097741e-01  -6.66666668e-04   9.44825921e-01   5.12683040e+01
  9.61301760e+01   1.29951482e-01  -1.82663695e-02   9.52090731e-01  -6.66666668e-04   9.44803372e-01   5.12924353e+01
  9.61701721e+01   1.29937107e-01  -1.82663695e-02   9.52083721e-01  -6.66666668e-04   9.44780823e-01   5.13165682e+01
  9.62101682e+01   1.29922738e-01  -1.82663695e-02   9.52076712e-01  -6.66666668e-04   9.44758275e-01   5.13407028e+01
  9.62501642e+01   1.29908376e-01  -1.82663695e-02   9.52069702e-01  -6.66666668e-04   9.44735727e-01   5.13648390e+01
  9.62901603e+01   1.29894021e-01  -1.82663695e-02   9.52062693e-01  -6.66666668e-04   9.44713180e-01   5.13889769e+01
  9.63301564e+01   1.29879672e-01  -1.82663695e-02   9.52055684e-01  -6.66666668e-04   9.44690633e-01   5.14131164e+01
  9.63701525e+01   1.29865330e-01  -1.82663695e-02   9.52048676e-01  -6.66666668e-04   9.44668086e-01   5.14372576e+01
  9.64101486e+01   1.29850994e-01  -1.82663695e-02   9.52041667e-01  -6.66666668e-04   9.44645539e-01   5.14614004e+01
  9.64501447e+01   1.29836665e-01  -1.82663695e-02   9.52034659e-01  -6.66666668e-04   9.44622993e-01   5.14855449e+01
  9.64901407e+01   1.29822342e-01  -1.82663695e-02   9.52027651e-01  -6.66666667e-04   9.44600448e-01   5.15096910e+01
  9.65301368e+01   1.29808025e-01  -1.82663695e-02   9.52020643e-01  -6.66666667e-04   9.44577903e-01   5.15338388e+01
  9.65701329e+01   1.29793715e-01  -1.82663695e-02   9.52013636e-01  -6.66666667e-04   9.44555358e-01   5.15579882e+01
  9.66101290e+01   1.29779412e-01  -1.82663695e-02   9.52006629e-01  -6.66666667e-04   9.44532813e-01   5.15821393e+01
  9.66501251e+01   1.29765115e-01  -1.82663695e-02   9.51999621e-01  -6.66666667e-04   9.44510269e-01   5.16062920e+01
  9.66901211e+01   1.29750824e-01  -1.82663695e-02   9.51992615e-01  -6.66666667e-04   9.44487725e-01   5.16304463e+01
  9.67301172e+01   1.29736540e-01  -1.82663695e-02   9.51985608e-01  -6.66666667e-04   9.44465182e-01   5.16546023e+01
  9.67701133e+01   1.29722263e-01  -1.82663695e-02   9.51978602e-01  -6.66666667e-04   9.44442639e-01   5.16787600e+01
  9.68101094e+01   1.29707991e-01  -1.82663695e-02   9.51971596e-01  -6.66666667e-04   9.44420096e-01   5.17029193e+01
  9.68501055e+01   1.29693727e-01  -1.82663695e-02   9.51964590e-01  -6.66666667e-04   9.44397554e-01   5.17270802e+01
  9.68901016e+01   1.29679468e-01  -1.82663695e-02   9.51957584e-01  -6.66666667e-04   9.44375012e-01   5.17512428e+01
  9.69300976e+01   1.29665216e-01  -1.82663695e-02   9.51950579e-01  -6.66666667e-04   9.44352470e-01   5.17754070e+01
  9.69700937e+01   1.29650971e-01  -1.82663695e-02   9.51943574e-01  -6.66666667e-04   9.44329929e-01   5.17995729e+01
  9.70100898e+01   1.29636732e-01  -1.82663695e-02   9.51936569e-01  -6.66666667e-04   9.44307388e-01   5.18237404e+01
  9.70500859e+01   1.29622499e-01  -1.82663695e-02   9.51929564e-01  -6.66666667e-04   9.44284848e-01   5.18479096e+01
  9.70900820e+01   1.29608273e-01  -1.82663695e-02   9.51922560e-01  -6.66666667e-04   9.44262308e-01   5.18720804e+01
  9.71300780e+01   1.29594053e-01  -1.82663695e-02   9.51915555e-01  -6.66666667e-04   9.44239768e-01   5.18962529e+01
  9.71700741e+01   1.29579839e-01  -1.82663695e-02   9.51908551e-01  -6.66666667e-04   9.44217228e-01   5.19204270e+01
  9.72100702e+01   1.29565632e-01  -1.82663695e-02   9.51901548e-01  -6.66666667e-04   9.44194689e-01   5.19446027e+01
  9.72500663e+01   1.29551432e-01  -1.82663695e-02   9.51894544e-01  -6.66666667e-04   9.44172151e-01   5.19687801e+01
  9.72900624e+01   1.29537237e-01  -1.82663695e-02   9.51887541e-01  -6.66666667e-04   9.44149612e-01   5.19929591e+01
  9.73300584e+01   1.29523049e-01  -1.82663695e-02   9.51880538e-01  -6.66666667e-04   9.44127075e-01   5.20171398e+01
  9.73700545e+01   1.29508868e-01  -1.82663695e-02   9.51873535e-01  -6.66666667e-04   9.44104537e-01   5.20413221e+01
  9.74100506e+01   1.29494692e-01  -1.82663695e-02   9.51866532e-01  -6.66666667e-04   9.44082000e-01   5.20655060e+01
  9.74500467e+01   1.29480523e-01  -1.82663695e-02   9.51859530e-01  -6.66666667e-04   9.44059463e-01   5.20896916e+01
  9.74900428e+01   1.29466361e-01  -1.82663695e-02   9.51852528e-01  -6.66666667e-04   9.44036927e-01   5.21138789e+01
  9.75300389e+01   1.29452205e-01  -1.82663695e-02   9.51845526e-01  -6.66666667e-04   9.44014391e-01   5.21380677e+01
  9.75700349e+01   1.29438055e-01  -1.82663695e-02   9.51838524e-01  -6.66666667e-04   9.43991855e-01   5.21622583e+01
  9.76100310e+01   1.29423911e-01  -1.82663695e-02   9.51831523e-01  -6.66666667e-04   9.43969320e-01   5.21864504e+01
  9.76500271e+01   1.29409774e-01  -1.82663695e-02   9.51824522e-01  -6.66666667e-04   9.43946785e-01   5.22106442e+01
  9.76900232e+01   1.29395643e-01  -1.82663695e-02   9.51817521e-01  -6.66666667e-04   9.43924250e-01   5.22348396e+01
  9.77300193e+01   1.29381518e-01  -1.82663695e-02   9.51810520e-01  -6.66666667e-04   9.43901716e-01   5.22590367e+01
  9.77700153e+01   1.29367400e-01  -1.82663695e-02   9.51803519e-01  -6.66666667e-04   9.43879182e-01   5.22832354e+01
  9.78100114e+01   1.29353288e-01  -1.82663695e-02   9.51796519e-01  -6.66666667e-04   9.43856648e-01   5.23074358e+01
  9.78500075e+01   1.29339182e-01  -1.82663695e-02   9.51789519e-01  -6.66666667e-04   9.43834115e-01   5.23316378e+01
  9.78900036e+01   1.29325083e-01  -1.82663695e-02   9.51782519e-01  -6.66666667e-04   9.43811582e-01   5.23558414e+01
  9.79299997e+01   1.29310990e-01  -1.82663695e-02   9.51775519e-01  -6.66666667e-04   9.43789050e-01   5.23800467e+01
  9.79699958e+01   1.29296903e-01  -1.82663695e-02   9.51768520e-01  -6.66666667e-04   9.43766518e-01   5.24042536e+01
  9.80099918e+01   1.29282822e-01  -1.82663695e-02   9.51761521e-01  -6.66666667e-04   9.43743986e-01   5.24284621e+01
  9.80499879e+01   1.29268748e-01  -1.82663695e-02   9.51754522e-01  -6.66666667e-04   9.43721455e-01   5.24526723e+01
  9.80899840e+01   1.29254680e-01  -1.82663695e-02   9.51747523e-01  -6.66666667e-04   9.43698924e-01   5.24768841e+01
  9.81299801e+01   1.29240618e-01  -1.82663695e-02   9.51740525e-01  -6.66666667e-04   9.43676394e-01   5.25010975e+01
  9.81699762e+01   1.29226563e-01  -1.82663695e-02   9.51733527e-01  -6.66666667e-04   9.43653864e-01   5.25253126e+01
  9.82099722e+01   1.29212514e-01  -1.82663695e-02   9.51726529e-01  -6.66666667e-04   9.43631334e-01   5.25495293e+01
  9.82499683e+01   1.29198470e-01  -1.82663695e-02   9.51719531e-01  -6.66666667e-04   9.43608804e-01   5.25737477e+01
  9.82899644e+01   1.29184434e-01  -1.82663695e-02   9.51712533e-01  -6.66666667e-04   9.43586275e-01   5.25979677e+01
  9.83299605e+01   1.29170403e-01  -1.82663695e-02   9.51705536e-01  -6.66666667e-04   9.43563746e-01   5.26221893e+01
  9.83699566e+01   1.29156379e-01  -1.82663695e-02   9.51698539e-01  -6.66666667e-04   9.43541218e-01   5.26464126e+01
  9.84099527e+01   1.29142361e-01  -1.82663695e-02   9.51691542e-01  -6.66666667e-04   9.43518690e-01   5.26706375e+01
  9.84499487e+01   1.29128349e-01  -1.82663695e-02   9.51684545e-01  -6.66666667e-04   9.43496163e-01   5.26948640e+01
  9.84899448e+01   1.29114343e-01  -1.82663695e-02   9.51677549e-01  -6.66666667e-04   9.43473635e-01   5.27190922e+01
  9.85299409e+01   1.29100344e-01  -1.82663695e-02   9.51670553e-01  -6.66666667e-04   9.43451108e-01   5.27433220e+01
  9.85699370e+01   1.29086350e-01  -1.82663695e-02   9.51663557e-01  -6.66666667e-04   9.43428582e-01   5.27675534e+01
  9.86099331e+01   1.29072363e-01  -1.82663695e-02   9.51656561e-01  -6.66666667e-04   9.43406056e-01   5.27917865e+01
  9.86499291e+01   1.29058382e-01  -1.82663695e-02   9.51649565e-01  -6.66666667e-04   9.43383530e-01   5.28160212e+01
  9.86899252e+01   1.29044408e-01  -1.82663695e-02   9.51642570e-01  -6.66666667e-04   9.43361005e-01   5.28402575e+01
  9.87299213e+01   1.29030439e-01  -1.82663695e-02   9.51635575e-01  -6.66666667e-04   9.43338480e-01   5.28644955e+01
  9.87699174e+01   1.29016477e-01  -1.82663695e-02   9.51628580e-01  -6.66666667e-04   9.43315955e-01   5.28887351e+01
  9.88099135e+01   1.29002521e-01  -1.82663695e-02   9.51621586e-01  -6.66666667e-04   9.43293431e-01   5.29129763e+01
  9.88499096e+01   1.28988571e-01  -1.82663695e-02   9.51614591e-01  -6.66666667e-04   9.43270907e-01   5.29372192e+01
  9.88899056e+01   1.28974627e-01  -1.82663695e-02   9.51607597e-01  -6.66666667e-04   9.43248383e-01   5.29614637e+01
  9.89299017e+01   1.28960689e-01  -1.82663695e-02   9.51600603e-01  -6.66666667e-04   9.43225860e-01   5.29857098e+01
  9.89698978e+01   1.28946758e-01  -1.82663695e-02   9.51593609e-01  -6.66666667e-04   9.43203337e-01   5.30099575e+01
  9.90098939e+01   1.28932832e-01  -1.82663695e-02   9.51586616e-01  -6.66666667e-04   9.43180815e-01   5.30342069e+01
  9.90498900e+01   1.28918913e-01  -1.82663695e-02   9.51579622e-01  -6.66666667e-04   9.43158293e-01   5.30584579e+01
  9.90898860e+01   1.28905000e-01  -1.82663695e-02   9.51572629e-01  -6.66666667e-04   9.43135771e-01   5.30827106e+01
  9.91298821e+01   1.28891093e-01  -1.82663695e-02   9.51565637e-01  -6.66666667e-04   9.43113250e-01   5.31069649e+01
  9.91698782e+01   1.28877192e-01  -1.82663695e-02   9.51558644e-01  -6.66666667e-04   9.43090729e-01   5.31312208e+01
  9.92098743e+01   1.28863297e-01  -1.82663695e-02   9.51551652e-01  -6.66666667e-04   9.43068208e-01   5.31554783e+01
  9.92498704e+01   1.28849409e-01  -1.82663695e-02   9.51544659e-01  -6.66666667e-04   9.43045688e-01   5.31797375e+01
  9.92898664e+01   1.28835526e-01  -1.82663695e-02   9.51537667e-01  -6.66666667e-04   9.43023168e-01   5.32039983e+01
  9.93298625e+01   1.28821650e-01  -1.82663695e-02   9.51530676e-01  -6.66666667e-04   9.43000648e-01   5.32282607e+01
  9.93698586e+01   1.28807779e-01  -1.82663695e-02   9.51523684e-01  -6.66666667e-04   9.42978129e-01   5.32525247e+01
  9.94098547e+01   1.28793915e-01  -1.82663695e-02   9.51516693e-01  -6.66666667e-04   9.42955611e-01   5.32767904e+01
  9.94498508e+01   1.28780057e-01  -1.82663695e-02   9.51509702e-01  -6.66666667e-04   9.42933092e-01   5.33010577e+01
  9.94898469e+01   1.28766205e-01  -1.82663695e-02   9.51502711e-01  -6.66666667e-04   9.42910574e-01   5.33253266e+01
  9.95298429e+01   1.28752359e-01  -1.82663695e-02   9.51495720e-01  -6.66666667e-04   9.42888056e-01   5.33495972e+01
  9.95698390e+01   1.28738519e-01  -1.82663695e-02   9.51488730e-01  -6.66666667e-04   9.42865539e-01   5.33738694e+01
  9.96098351e+01   1.28724685e-01  -1.82663695e-02   9.51481740e-01  -6.66666667e-04   9.42843022e-01   5.33981432e+01
  9.96498312e+01   1.28710857e-01  -1.82663695e-02   9.51474750e-01  -6.66666667e-04   9.42820506e-01   5.34224186e+01
  9.96898273e+01   1.28697035e-01  -1.82663695e-02   9.51467760e-01  -6.66666667e-04   9.42797989e-01   5.34466957e+01
  9.97298233e+01   1.28683220e-01  -1.82663695e-02   9.51460771e-01  -6.66666667e-04   9.42775474e-01   5.34709744e+01
  9.97698194e+01   1.28669410e-01  -1.82663695e-02   9.51453781e-01  -6.66666667e-04   9.42752958e-01   5.34952547e+01
  9.98098155e+01   1.28655606e-01  -1.82663695e-02   9.51446792e-01  -6.66666667e-04   9.42730443e-01   5.35195367e+01
  9.98498116e+01   1.28641809e-01  -1.82663695e-02   9.51439803e-01  -6.66666667e-04   9.42707928e-01   5.35438202e+01
  9.98898077e+01   1.28628017e-01  -1.82663695e-02   9.51432815e-01  -6.66666667e-04   9.42685414e-01   5.35681054e+01
  9.99298038e+01   1.28614232e-01  -1.82663695e-02   9.51425826e-01  -6.66666667e-04   9.42662900e-01   5.35923922e+01
  9.99697998e+01   1.28600452e-01  -1.82663695e-02   9.51418838e-01  -6.66666667e-04   9.42640386e-01   5.36166807e+01
  1.00009796e+02   1.28586679e-01  -1.82663695e-02   9.51411850e-01  -6.66666667e-04   9.42617873e-01   5.36409708e+01
  1.00049792e+02   1.28572911e-01  -1.82663695e-02   9.51404862e-01  -6.66666667e-04   9.42595360e-01   5.36652625e+01
  1.00089788e+02   1.28559150e-01  -1.82663695e-02   9.51397875e-01  -6.66666667e-04   9.42572848e-01   5.36895558e+01
  1.00129784e+02   1.28545394e-01  -1.82663695e-02   9.51390887e-01  -6.66666667e-04   9.42550336e-01   5.37138507e+01
  1.00169780e+02   1.28531645e-01  -1.82663695e-02   9.51383900e-01  -6.66666667e-04   9.42527824e-01   5.37381473e+01
  1.00209776e+02   1.28517902e-01  -1.82663695e-02   9.51376913e-01  -6.66666667e-04   9.42505312e-01   5.37624455e+01
  1.00249772e+02   1.28504164e-01  -1.82663695e-02   9.51369927e-01  -6.66666667e-04   9.42482801e-01   5.37867453e+01
  1.00289768e+02   1.28490433e-01  -1.82663695e-02   9.51362940e-01  -6.66666667e-04   9.42460291e-01   5.38110467e+01
  1.00329765e+02   1.28476707e-01  -1.82663695e-02   9.51355954e-01  -6.66666667e-04   9.42437780e-01   5.38353498e+01
  1.00369761e+02   1.28462987e-01  -1.82663695e-02   9.51348968e-01  -6.66666667e-04   9.42415271e-01   5.38596544e+01
  1.00409757e+02   1.28449274e-01  -1.82663695e-02   9.51341982e-01  -6.66666667e-04   9.42392761e-01   5.38839607e+01
  1.00449753e+02   1.28435566e-01  -1.82663695e-02   9.51334997e-01  -6.66666667e-04   9.42370252e-01   5.39082686e+01
  1.00489749e+02   1.28421864e-01  -1.82663695e-02   9.51328011e-01  -6.66666667e-04   9.42347743e-01   5.39325782e+01
  1.00529745e+02   1.28408169e-01  -1.82663695e-02   9.51321026e-01  -6.66666667e-04   9.42325235e-01   5.39568893e+01
  1.00569741e+02   1.28394479e-01  -1.82663695e-02   9.51314041e-01  -6.66666667e-04   9.42302726e-01   5.39812021e+01
  1.00609737e+02   1.28380795e-01  -1.82663695e-02   9.51307056e-01  -6.66666667e-04   9.42280219e-01   5.40055165e+01
  1.00649733e+02   1.28367117e-01  -1.82663695e-02   9.51300072e-01  -6.66666667e-04   9.42257711e-01   5.40298326e+01
  1.00689729e+02   1.28353445e-01  -1.82663695e-02   9.51293088e-01  -6.66666667e-04   9.42235204e-01   5.40541502e+01
  1.00729725e+02   1.28339779e-01  -1.82663695e-02   9.51286104e-01  -6.66666667e-04   9.42212698e-01   5.40784695e+01
  1.00769721e+02   1.28326119e-01  -1.82663695e-02   9.51279120e-01  -6.66666667e-04   9.42190192e-01   5.41027903e+01
  1.00809718e+02   1.28312465e-01  -1.82663695e-02   9.51272136e-01  -6.66666667e-04   9.42167686e-01   5.41271128e+01
  1.00849714e+02   1.28298817e-01  -1.82663695e-02   9.51265153e-01  -6.66666667e-04   9.42145180e-01   5.41514370e+01
  1.00889710e+02   1.28285174e-01  -1.82663695e-02   9.51258169e-01  -6.66666667e-04   9.42122675e-01   5.41757627e+01
  1.00929706e+02   1.28271538e-01  -1.82663695e-02   9.51251186e-01  -6.66666667e-04   9.42100170e-01   5.42000901e+01
  1.00969702e+02   1.28257907e-01  -1.82663695e-02   9.51244204e-01  -6.66666667e-04   9.42077666e-01   5.42244190e+01
  1.01009698e+02   1.28244282e-01  -1.82663695e-02   9.51237221e-01  -6.66666667e-04   9.42055162e-01   5.42487496e+01
  1.01049694e+02   1.28230664e-01  -1.82663695e-02   9.51230239e-01  -6.66666667e-04   9.42032658e-01   5.42730819e+01
  1.01089690e+02   1.28217051e-01  -1.82663695e-02   9.51223257e-01  -6.66666667e-04   9.42010155e-01   5.42974157e+01
  1.01129686e+02   1.28203443e-01  -1.82663695e-02   9.51216275e-01  -6.66666667e-04   9.41987652e-01   5.43217511e+01
  1.01169682e+02   1.28189842e-01  -1.82663695e-02   9.51209293e-01  -6.66666667e-04   9.41965149e-01   5.43460882e+01
  1.01209678e+02   1.28176247e-01  -1.82663695e-02   9.51202311e-01  -6.66666667e-04   9.41942647e-01   5.43704269e+01
  1.01249674e+02   1.28162658e-01  -1.82663695e-02   9.51195330e-01  -6.66666667e-04   9.41920145e-01   5.43947672e+01
  1.01289671e+02   1.28149074e-01  -1.82663695e-02   9.51188349e-01  -6.66666667e-04   9.41897644e-01   5.44191091e+01
  1.01329667e+02   1.28135496e-01  -1.82663695e-02   9.51181368e-01  -6.66666667e-04   9.41875143e-01   5.44434526e+01
  1.01369663e+02   1.28121924e-01  -1.82663695e-02   9.51174388e-01  -6.66666667e-04   9.41852642e-01   5.44677978e+01
  1.01409659e+02   1.28108358e-01  -1.82663695e-02   9.51167407e-01  -6.66666667e-04   9.41830142e-01   5.44921446e+01
  1.01449655e+02   1.28094798e-01  -1.82663695e-02   9.51160427e-01  -6.66666667e-04   9.41807642e-01   5.45164929e+01
  1.01489651e+02   1.28081244e-01  -1.82663695e-02   9.51153447e-01  -6.66666667e-04   9.41785142e-01   5.45408429e+01
  1.01529647e+02   1.28067695e-01  -1.82663695e-02   9.51146467e-01  -6.66666667e-04   9.41762643e-01   5.45651946e+01
