N  np  isd iz0    thetainf           qinf
1 5001  0   0   9.66766111e-01   1.05470546e-01
        s0            us, m/s            q_s            theta_s        rho_w, kg/m^3      nu, m^2/s
  1.00000000e-09   4.00000000e+00   4.00000000e-04   2.00000000e-01   1.02000000e+03   1.56800000e-05
      pi0              pi1              pi2              pi3              pi5              pi6
  2.50000000e+00   8.27261483e-02   6.83211225e-01   2.70483712e-05   2.30952591e-05   6.34729156e+00
      pi7              pi8              pi9              pi12             pi13             pi17
  1.32279714e+00   5.69105691e-04   1.33151534e-02   2.65503332e-06   3.06250000e+00   2.70126199e-02
     zwt, m            z0, m           z_q, m            z1, m            h, m           g, m/s^2
  5.00000000e+00   2.44897959e-02   2.90364307e-07   9.79591837e-02   1.00000000e+00   9.80000000e+00
      Ceps1            Ceps2            Ceps3             alp              alpe            alpeps
  1.44000000e+00   1.92000000e+00   1.00000000e+00   3.00000000e-01   1.00000000e+00   7.70000000e-01
      alpv              alpT            sig0t             Cb               kp              u1log
  1.00000000e+00   1.00000000e+00   6.70000000e-01   1.80000000e+00   4.32449982e-01   3.20567561e+00
    Rd, J/kg/K       Rv, J/kg/K       cw, J/kg/K      cpd, J/kg/K          kd              sigma
  2.87000000e+02   4.61510000e+02   4.21800000e+03   1.00500000e+03   2.85714286e-01   8.66949654e+02
      T0, K            P0, Pa       rho_d0, kg/m^3     D0, m^2/s       K0, J/m/s/K        pvs0, Pa
  3.00000000e+02   1.01300000e+05   1.17653891e+00   2.59664363e-05   2.62160000e-02   3.56710931e+03
        q0            l0, J/kg         Rmin, m          Rmax, m           r0, m           a0, m/s
  2.18981665e-02   2.45000000e+06   6.00000000e-05   6.00000000e-05   6.00000000e-05   3.30904593e-01
  9.38104033e+01   2.87525917e+01   2.87635675e+01   3.31350049e-01   5.76475497e-01   9.99236825e-01   3.16850029e+00
  9.38503993e+01   2.87629357e+01   2.87739111e+01   3.31325257e-01   5.76405125e-01   9.99237126e-01   3.16940967e+00
  9.38903954e+01   2.87732797e+01   2.87842547e+01   3.31300479e-01   5.76334800e-01   9.99237425e-01   3.17031876e+00
  9.39303915e+01   2.87836236e+01   2.87945983e+01   3.31275716e-01   5.76264524e-01   9.99237725e-01   3.17122758e+00
  9.39703876e+01   2.87939674e+01   2.88049418e+01   3.31250966e-01   5.76194295e-01   9.99238025e-01   3.17213610e+00
  9.40103837e+01   2.88043113e+01   2.88152852e+01   3.31226231e-01   5.76124114e-01   9.99238324e-01   3.17304434e+00
  9.40503798e+01   2.88146551e+01   2.88256287e+01   3.31201510e-01   5.76053980e-01   9.99238623e-01   3.17395230e+00
  9.40903758e+01   2.88249989e+01   2.88359721e+01   3.31176803e-01   5.75983895e-01   9.99238922e-01   3.17485997e+00
  9.41303719e+01   2.88353427e+01   2.88463155e+01   3.31152110e-01   5.75913857e-01   9.99239220e-01   3.17576735e+00
  9.41703680e+01   2.88456864e+01   2.88566589e+01   3.31127431e-01   5.75843866e-01   9.99239518e-01   3.17667444e+00
  9.42103641e+01   2.88560302e+01   2.88670023e+01   3.31102767e-01   5.75773923e-01   9.99239816e-01   3.17758125e+00
  9.42503602e+01   2.88663739e+01   2.88773456e+01   3.31078116e-01   5.75704028e-01   9.99240114e-01   3.17848778e+00
  9.42903562e+01   2.88767176e+01   2.88876889e+01   3.31053480e-01   5.75634180e-01   9.99240412e-01   3.17939401e+00
  9.43303523e+01   2.88870612e+01   2.88980322e+01   3.31028858e-01   5.75564380e-01   9.99240709e-01   3.18029996e+00
  9.43703484e+01   2.88974049e+01   2.89083755e+01   3.31004250e-01   5.75494627e-01   9.99241006e-01   3.18120563e+00
  9.44103445e+01   2.89077485e+01   2.89187188e+01   3.30979656e-01   5.75424921e-01   9.99241303e-01   3.18211101e+00
  9.44503406e+01   2.89180921e+01   2.89290620e+01   3.30955077e-01   5.75355263e-01   9.99241600e-01   3.18301611e+00
  9.44903367e+01   2.89284357e+01   2.89394052e+01   3.30930511e-01   5.75285652e-01   9.99241896e-01   3.18392091e+00
  9.45303327e+01   2.89387793e+01   2.89497485e+01   3.30905959e-01   5.75216088e-01   9.99242192e-01   3.18482543e+00
  9.45703288e+01   2.89491229e+01   2.89600917e+01   3.30881422e-01   5.75146572e-01   9.99242488e-01   3.18572966e+00
  9.46103249e+01   2.89594664e+01   2.89704349e+01   3.30856898e-01   5.75077103e-01   9.99242784e-01   3.18663361e+00
  9.46503210e+01   2.89698100e+01   2.89807781e+01   3.30832389e-01   5.75007681e-01   9.99243079e-01   3.18753726e+00
  9.46903171e+01   2.89801536e+01   2.89911213e+01   3.30807894e-01   5.74938307e-01   9.99243375e-01   3.18844063e+00
  9.47303131e+01   2.89904971e+01   2.90014644e+01   3.30783412e-01   5.74868979e-01   9.99243670e-01   3.18934372e+00
  9.47703092e+01   2.90008406e+01   2.90118076e+01   3.30758945e-01   5.74799699e-01   9.99243964e-01   3.19024651e+00
  9.48103053e+01   2.90111842e+01   2.90221508e+01   3.30734492e-01   5.74730466e-01   9.99244259e-01   3.19114902e+00
  9.48503014e+01   2.90215277e+01   2.90324940e+01   3.30710053e-01   5.74661280e-01   9.99244553e-01   3.19205124e+00
  9.48902975e+01   2.90318713e+01   2.90428371e+01   3.30685628e-01   5.74592141e-01   9.99244847e-01   3.19295318e+00
  9.49302936e+01   2.90422148e+01   2.90531803e+01   3.30661216e-01   5.74523049e-01   9.99245141e-01   3.19385482e+00
  9.49702896e+01   2.90525583e+01   2.90635235e+01   3.30636819e-01   5.74454004e-01   9.99245435e-01   3.19475618e+00
  9.50102857e+01   2.90629019e+01   2.90738667e+01   3.30612436e-01   5.74385005e-01   9.99245728e-01   3.19565724e+00
  9.50502818e+01   2.90732454e+01   2.90842099e+01   3.30588067e-01   5.74316054e-01   9.99246021e-01   3.19655802e+00
  9.50902779e+01   2.90835890e+01   2.90945531e+01   3.30563712e-01   5.74247150e-01   9.99246314e-01   3.19745852e+00
  9.51302740e+01   2.90939325e+01   2.91048963e+01   3.30539371e-01   5.74178292e-01   9.99246607e-01   3.19835872e+00
  9.51702700e+01   2.91042761e+01   2.91152395e+01   3.30515043e-01   5.74109481e-01   9.99246900e-01   3.19925864e+00
  9.52102661e+01   2.91146197e+01   2.91255827e+01   3.30490730e-01   5.74040717e-01   9.99247192e-01   3.20015827e+00
  9.52502622e+01   2.91249633e+01   2.91359259e+01   3.30466431e-01   5.73972000e-01   9.99247484e-01   3.20105761e+00
  9.52902583e+01   2.91353069e+01   2.91462691e+01   3.30442145e-01   5.73903330e-01   9.99247776e-01   3.20195666e+00
  9.53302544e+01   2.91456505e+01   2.91566124e+01   3.30417874e-01   5.73834706e-01   9.99248067e-01   3.20285542e+00
  9.53702504e+01   2.91559941e+01   2.91669557e+01   3.30393616e-01   5.73766129e-01   9.99248359e-01   3.20375389e+00
  9.54102465e+01   2.91663378e+01   2.91772990e+01   3.30369373e-01   5.73697598e-01   9.99248650e-01   3.20465207e+00
  9.54502426e+01   2.91766814e+01   2.91876423e+01   3.30345143e-01   5.73629114e-01   9.99248941e-01   3.20554997e+00
  9.54902387e+01   2.91870251e+01   2.91979856e+01   3.30320927e-01   5.73560677e-01   9.99249231e-01   3.20644757e+00
  9.55302348e+01   2.91973688e+01   2.92083289e+01   3.30296725e-01   5.73492286e-01   9.99249522e-01   3.20734489e+00
  9.55702309e+01   2.92077125e+01   2.92186723e+01   3.30272537e-01   5.73423942e-01   9.99249812e-01   3.20824192e+00
  9.56102269e+01   2.92180563e+01   2.92290157e+01   3.30248363e-01   5.73355644e-01   9.99250102e-01   3.20913865e+00
  9.56502230e+01   2.92284000e+01   2.92393591e+01   3.30224203e-01   5.73287392e-01   9.99250392e-01   3.21003510e+00
  9.56902191e+01   2.92387438e+01   2.92497025e+01   3.30200056e-01   5.73219187e-01   9.99250681e-01   3.21093126e+00
  9.57302152e+01   2.92490877e+01   2.92600460e+01   3.30175924e-01   5.73151029e-01   9.99250970e-01   3.21182712e+00
  9.57702113e+01   2.92594315e+01   2.92703895e+01   3.30151805e-01   5.73082917e-01   9.99251260e-01   3.21272270e+00
  9.58102073e+01   2.92697754e+01   2.92807330e+01   3.30127700e-01   5.73014851e-01   9.99251548e-01   3.21361799e+00
  9.58502034e+01   2.92801193e+01   2.92910765e+01   3.30103609e-01   5.72946831e-01   9.99251837e-01   3.21451298e+00
  9.58901995e+01   2.92904632e+01   2.93014201e+01   3.30079532e-01   5.72878858e-01   9.99252125e-01   3.21540769e+00
  9.59301956e+01   2.93008072e+01   2.93117637e+01   3.30055469e-01   5.72810931e-01   9.99252414e-01   3.21630211e+00
  9.59701917e+01   2.93111512e+01   2.93221074e+01   3.30031419e-01   5.72743050e-01   9.99252702e-01   3.21719623e+00
  9.60101878e+01   2.93214953e+01   2.93324511e+01   3.30007383e-01   5.72675215e-01   9.99252989e-01   3.21809007e+00
  9.60501838e+01   2.93318393e+01   2.93427948e+01   3.29983361e-01   5.72607426e-01   9.99253277e-01   3.21898362e+00
  9.60901799e+01   2.93421834e+01   2.93531386e+01   3.29959353e-01   5.72539684e-01   9.99253564e-01   3.21987687e+00
  9.61301760e+01   2.93525276e+01   2.93634824e+01   3.29935359e-01   5.72471988e-01   9.99253851e-01   3.22076983e+00
  9.61701721e+01   2.93628718e+01   2.93738262e+01   3.29911378e-01   5.72404337e-01   9.99254138e-01   3.22166251e+00
  9.62101682e+01   2.93732160e+01   2.93841701e+01   3.29887412e-01   5.72336733e-01   9.99254425e-01   3.22255489e+00
  9.62501642e+01   2.93835603e+01   2.93945140e+01   3.29863459e-01   5.72269175e-01   9.99254711e-01   3.22344698e+00
  9.62901603e+01   2.93939046e+01   2.94048580e+01   3.29839519e-01   5.72201662e-01   9.99254997e-01   3.22433878e+00
  9.63301564e+01   2.94042490e+01   2.94152020e+01   3.29815594e-01   5.72134196e-01   9.99255283e-01   3.22523028e+00
  9.63701525e+01   2.94145934e+01   2.94255461e+01   3.29791682e-01   5.72066775e-01   9.99255569e-01   3.22612150e+00
  9.64101486e+01   2.94249379e+01   2.94358902e+01   3.29767784e-01   5.71999401e-01   9.99255855e-01   3.22701242e+00
  9.64501447e+01   2.94352824e+01   2.94462344e+01   3.29743900e-01   5.71932072e-01   9.99256140e-01   3.22790305e+00
  9.64901407e+01   2.94456270e+01   2.94565786e+01   3.29720029e-01   5.71864789e-01   9.99256425e-01   3.22879339e+00
  9.65301368e+01   2.94559716e+01   2.94669229e+01   3.29696172e-01   5.71797552e-01   9.99256710e-01   3.22968344e+00
  9.65701329e+01   2.94663163e+01   2.94772672e+01   3.29672329e-01   5.71730361e-01   9.99256995e-01   3.23057320e+00
  9.66101290e+01   2.94766611e+01   2.94876116e+01   3.29648500e-01   5.71663215e-01   9.99257279e-01   3.23146266e+00
  9.66501251e+01   2.94870058e+01   2.94979560e+01   3.29624684e-01   5.71596115e-01   9.99257563e-01   3.23235183e+00
  9.66901211e+01   2.94973507e+01   2.95083005e+01   3.29600882e-01   5.71529061e-01   9.99257847e-01   3.23324071e+00
  9.67301172e+01   2.95076956e+01   2.95186451e+01   3.29577094e-01   5.71462053e-01   9.99258131e-01   3.23412930e+00
  9.67701133e+01   2.95180406e+01   2.95289897e+01   3.29553319e-01   5.71395090e-01   9.99258415e-01   3.23501759e+00
  9.68101094e+01   2.95283856e+01   2.95393344e+01   3.29529558e-01   5.71328172e-01   9.99258698e-01   3.23590559e+00
  9.68501055e+01   2.95387307e+01   2.95496791e+01   3.29505810e-01   5.71261301e-01   9.99258981e-01   3.23679330e+00
  9.68901016e+01   2.95490759e+01   2.95600239e+01   3.29482077e-01   5.71194474e-01   9.99259264e-01   3.23768071e+00
  9.69300976e+01   2.95594211e+01   2.95703688e+01   3.29458357e-01   5.71127694e-01   9.99259547e-01   3.23856784e+00
  9.69700937e+01   2.95697664e+01   2.95807137e+01   3.29434650e-01   5.71060958e-01   9.99259829e-01   3.23945467e+00
  9.70100898e+01   2.95801117e+01   2.95910587e+01   3.29410957e-01   5.70994268e-01   9.99260112e-01   3.24034121e+00
  9.70500859e+01   2.95904571e+01   2.96014038e+01   3.29387278e-01   5.70927624e-01   9.99260394e-01   3.24122745e+00
  9.70900820e+01   2.96008026e+01   2.96117490e+01   3.29363612e-01   5.70861024e-01   9.99260676e-01   3.24211340e+00
  9.71300780e+01   2.96111482e+01   2.96220942e+01   3.29339960e-01   5.70794470e-01   9.99260957e-01   3.24299906e+00
  9.71700741e+01   2.96214938e+01   2.96324395e+01   3.29316322e-01   5.70727962e-01   9.99261239e-01   3.24388442e+00
  9.72100702e+01   2.96318395e+01   2.96427849e+01   3.29292697e-01   5.70661499e-01   9.99261520e-01   3.24476949e+00
  9.72500663e+01   2.96421853e+01   2.96531303e+01   3.29269086e-01   5.70595081e-01   9.99261801e-01   3.24565427e+00
  9.72900624e+01   2.96525312e+01   2.96634758e+01   3.29245488e-01   5.70528708e-01   9.99262082e-01   3.24653875e+00
  9.73300584e+01   2.96628772e+01   2.96738214e+01   3.29221904e-01   5.70462381e-01   9.99262362e-01   3.24742293e+00
  9.73700545e+01   2.96732232e+01   2.96841671e+01   3.29198334e-01   5.70396099e-01   9.99262642e-01   3.24830683e+00
  9.74100506e+01   2.96835693e+01   2.96945129e+01   3.29174777e-01   5.70329862e-01   9.99262923e-01   3.24919043e+00
  9.74500467e+01   2.96939155e+01   2.97048587e+01   3.29151234e-01   5.70263670e-01   9.99263202e-01   3.25007373e+00
  9.74900428e+01   2.97042618e+01   2.97152047e+01   3.29127704e-01   5.70197523e-01   9.99263482e-01   3.25095673e+00
  9.75300389e+01   2.97146082e+01   2.97255507e+01   3.29104188e-01   5.70131422e-01   9.99263762e-01   3.25183944e+00
  9.75700349e+01   2.97249546e+01   2.97358968e+01   3.29080685e-01   5.70065365e-01   9.99264041e-01   3.25272186e+00
  9.76100310e+01   2.97353012e+01   2.97462430e+01   3.29057196e-01   5.69999354e-01   9.99264320e-01   3.25360398e+00
  9.76500271e+01   2.97456478e+01   2.97565893e+01   3.29033720e-01   5.69933388e-01   9.99264599e-01   3.25448581e+00
  9.76900232e+01   2.97559945e+01   2.97669357e+01   3.29010258e-01   5.69867466e-01   9.99264878e-01   3.25536734e+00
  9.77300193e+01   2.97663414e+01   2.97772822e+01   3.28986810e-01   5.69801590e-01   9.99265156e-01   3.25624858e+00
  9.77700153e+01   2.97766883e+01   2.97876288e+01   3.28963375e-01   5.69735758e-01   9.99265434e-01   3.25712952e+00
  9.78100114e+01   2.97870353e+01   2.97979754e+01   3.28939953e-01   5.69669971e-01   9.99265712e-01   3.25801016e+00
  9.78500075e+01   2.97973824e+01   2.98083222e+01   3.28916545e-01   5.69604229e-01   9.99265990e-01   3.25889051e+00
  9.78900036e+01   2.98077296e+01   2.98186691e+01   3.28893151e-01   5.69538532e-01   9.99266268e-01   3.25977057e+00
  9.79299997e+01   2.98180769e+01   2.98290160e+01   3.28869770e-01   5.69472880e-01   9.99266545e-01   3.26065032e+00
  9.79699958e+01   2.98284243e+01   2.98393631e+01   3.28846402e-01   5.69407273e-01   9.99266822e-01   3.26152978e+00
  9.80099918e+01   2.98387718e+01   2.98497103e+01   3.28823048e-01   5.69341710e-01   9.99267099e-01   3.26240895e+00
  9.80499879e+01   2.98491194e+01   2.98600575e+01   3.28799707e-01   5.69276192e-01   9.99267376e-01   3.26328782e+00
  9.80899840e+01   2.98594671e+01   2.98704049e+01   3.28776380e-01   5.69210719e-01   9.99267652e-01   3.26416639e+00
  9.81299801e+01   2.98698150e+01   2.98807524e+01   3.28753066e-01   5.69145290e-01   9.99267929e-01   3.26504467e+00
  9.81699762e+01   2.98801629e+01   2.98911000e+01   3.28729766e-01   5.69079906e-01   9.99268205e-01   3.26592265e+00
  9.82099722e+01   2.98905110e+01   2.99014477e+01   3.28706479e-01   5.69014567e-01   9.99268481e-01   3.26680033e+00
  9.82499683e+01   2.99008591e+01   2.99117955e+01   3.28683205e-01   5.68949273e-01   9.99268757e-01   3.26767771e+00
  9.82899644e+01   2.99112074e+01   2.99221435e+01   3.28659945e-01   5.68884023e-01   9.99269032e-01   3.26855480e+00
  9.83299605e+01   2.99215558e+01   2.99324915e+01   3.28636699e-01   5.68818817e-01   9.99269307e-01   3.26943159e+00
  9.83699566e+01   2.99319043e+01   2.99428397e+01   3.28613465e-01   5.68753656e-01   9.99269583e-01   3.27030808e+00
  9.84099527e+01   2.99422529e+01   2.99531879e+01   3.28590246e-01   5.68688540e-01   9.99269857e-01   3.27118427e+00
  9.84499487e+01   2.99526016e+01   2.99635363e+01   3.28567039e-01   5.68623468e-01   9.99270132e-01   3.27206017e+00
  9.84899448e+01   2.99629504e+01   2.99738848e+01   3.28543846e-01   5.68558440e-01   9.99270407e-01   3.27293577e+00
  9.85299409e+01   2.99732994e+01   2.99842335e+01   3.28520667e-01   5.68493457e-01   9.99270681e-01   3.27381107e+00
  9.85699370e+01   2.99836485e+01   2.99945822e+01   3.28497500e-01   5.68428519e-01   9.99270955e-01   3.27468607e+00
  9.86099331e+01   2.99939977e+01   3.00049311e+01   3.28474348e-01   5.68363624e-01   9.99271229e-01   3.27556078e+00
  9.86499291e+01   3.00043471e+01   3.00152801e+01   3.28451208e-01   5.68298774e-01   9.99271502e-01   3.27643518e+00
  9.86899252e+01   3.00146965e+01   3.00256292e+01   3.28428082e-01   5.68233969e-01   9.99271776e-01   3.27730929e+00
  9.87299213e+01   3.00250461e+01   3.00359785e+01   3.28404969e-01   5.68169207e-01   9.99272049e-01   3.27818310e+00
  9.87699174e+01   3.00353958e+01   3.00463279e+01   3.28381870e-01   5.68104490e-01   9.99272322e-01   3.27905661e+00
  9.88099135e+01   3.00457457e+01   3.00566774e+01   3.28358784e-01   5.68039817e-01   9.99272595e-01   3.27992982e+00
  9.88499096e+01   3.00560957e+01   3.00670270e+01   3.28335711e-01   5.67975188e-01   9.99272868e-01   3.28080274e+00
  9.88899056e+01   3.00664458e+01   3.00773768e+01   3.28312651e-01   5.67910604e-01   9.99273140e-01   3.28167535e+00
  9.89299017e+01   3.00767960e+01   3.00877267e+01   3.28289605e-01   5.67846063e-01   9.99273412e-01   3.28254767e+00
  9.89698978e+01   3.00871464e+01   3.00980768e+01   3.28266573e-01   5.67781567e-01   9.99273684e-01   3.28341968e+00
  9.90098939e+01   3.00974969e+01   3.01084269e+01   3.28243553e-01   5.67717115e-01   9.99273956e-01   3.28429140e+00
  9.90498900e+01   3.01078476e+01   3.01187773e+01   3.28220547e-01   5.67652707e-01   9.99274228e-01   3.28516282e+00
  9.90898860e+01   3.01181984e+01   3.01291277e+01   3.28197554e-01   5.67588343e-01   9.99274499e-01   3.28603394e+00
  9.91298821e+01   3.01285493e+01   3.01394783e+01   3.28174574e-01   5.67524023e-01   9.99274770e-01   3.28690475e+00
  9.91698782e+01   3.01389004e+01   3.01498291e+01   3.28151608e-01   5.67459747e-01   9.99275041e-01   3.28777527e+00
  9.92098743e+01   3.01492516e+01   3.01601800e+01   3.28128655e-01   5.67395515e-01   9.99275312e-01   3.28864548e+00
  9.92498704e+01   3.01596030e+01   3.01705311e+01   3.28105716e-01   5.67331328e-01   9.99275583e-01   3.28951540e+00
  9.92898664e+01   3.01699546e+01   3.01808823e+01   3.28082789e-01   5.67267184e-01   9.99275853e-01   3.29038501e+00
  9.93298625e+01   3.01803062e+01   3.01912336e+01   3.28059876e-01   5.67203084e-01   9.99276123e-01   3.29125432e+00
  9.93698586e+01   3.01906581e+01   3.02015851e+01   3.28036976e-01   5.67139028e-01   9.99276393e-01   3.29212334e+00
  9.94098547e+01   3.02010100e+01   3.02119367e+01   3.28014090e-01   5.67075015e-01   9.99276663e-01   3.29299205e+00
  9.94498508e+01   3.02113622e+01   3.02222885e+01   3.27991216e-01   5.67011047e-01   9.99276933e-01   3.29386046e+00
  9.94898469e+01   3.02217145e+01   3.02326405e+01   3.27968356e-01   5.66947122e-01   9.99277202e-01   3.29472857e+00
  9.95298429e+01   3.02320669e+01   3.02429926e+01   3.27945509e-01   5.66883242e-01   9.99277472e-01   3.29559638e+00
  9.95698390e+01   3.02424195e+01   3.02533449e+01   3.27922676e-01   5.66819404e-01   9.99277741e-01   3.29646389e+00
  9.96098351e+01   3.02527722e+01   3.02636973e+01   3.27899855e-01   5.66755611e-01   9.99278009e-01   3.29733109e+00
  9.96498312e+01   3.02631252e+01   3.02740499e+01   3.27877048e-01   5.66691862e-01   9.99278278e-01   3.29819800e+00
  9.96898273e+01   3.02734782e+01   3.02844026e+01   3.27854254e-01   5.66628156e-01   9.99278546e-01   3.29906460e+00
  9.97298233e+01   3.02838315e+01   3.02947555e+01   3.27831473e-01   5.66564494e-01   9.99278815e-01   3.29993090e+00
  9.97698194e+01   3.02941849e+01   3.03051086e+01   3.27808706e-01   5.66500875e-01   9.99279083e-01   3.30079690e+00
  9.98098155e+01   3.03045384e+01   3.03154619e+01   3.27785951e-01   5.66437300e-01   9.99279350e-01   3.30166259e+00
  9.98498116e+01   3.03148922e+01   3.03258153e+01   3.27763210e-01   5.66373769e-01   9.99279618e-01   3.30252798e+00
  9.98898077e+01   3.03252461e+01   3.03361688e+01   3.27740482e-01   5.66310281e-01   9.99279885e-01   3.30339307e+00
  9.99298038e+01   3.03356002e+01   3.03465226e+01   3.27717767e-01   5.66246837e-01   9.99280153e-01   3.30425786e+00
  9.99697998e+01   3.03459544e+01   3.03568765e+01   3.27695066e-01   5.66183436e-01   9.99280420e-01   3.30512235e+00
  1.00009796e+02   3.03563088e+01   3.03672306e+01   3.27672377e-01   5.66120079e-01   9.99280687e-01   3.30598653e+00
  1.00049792e+02   3.03666634e+01   3.03775849e+01   3.27649702e-01   5.66056765e-01   9.99280953e-01   3.30685041e+00
  1.00089788e+02   3.03770182e+01   3.03879393e+01   3.27627040e-01   5.65993495e-01   9.99281220e-01   3.30771398e+00
  1.00129784e+02   3.03873731e+01   3.03982939e+01   3.27604391e-01   5.65930268e-01   9.99281486e-01   3.30857726e+00
  1.00169780e+02   3.03977283e+01   3.04086487e+01   3.27581755e-01   5.65867085e-01   9.99281752e-01   3.30944022e+00
  1.00209776e+02   3.04080836e+01   3.04190037e+01   3.27559132e-01   5.65803945e-01   9.99282018e-01   3.31030289e+00
  1.00249772e+02   3.04184391e+01   3.04293589e+01   3.27536523e-01   5.65740848e-01   9.99282283e-01   3.31116525e+00
  1.00289768e+02   3.04287947e+01   3.04397142e+01   3.27513926e-01   5.65677795e-01   9.99282549e-01   3.31202731e+00
  1.00329765e+02   3.04391506e+01   3.04500698e+01   3.27491343e-01   5.65614785e-01   9.99282814e-01   3.31288906e+00
  1.00369761e+02   3.04495066e+01   3.04604255e+01   3.27468773e-01   5.65551818e-01   9.99283079e-01   3.31375051e+00
  1.00409757e+02   3.04598628e+01   3.04707814e+01   3.27446216e-01   5.65488894e-01   9.99283344e-01   3.31461165e+00
  1.00449753e+02   3.04702193e+01   3.04811375e+01   3.27423672e-01   5.65426014e-01   9.99283609e-01   3.31547249e+00
  1.00489749e+02   3.04805759e+01   3.04914938e+01   3.27401141e-01   5.65363177e-01   9.99283873e-01   3.31633303e+00
  1.00529745e+02   3.04909327e+01   3.05018502e+01   3.27378623e-01   5.65300383e-01   9.99284138e-01   3.31719326e+00
  1.00569741e+02   3.05012897e+01   3.05122069e+01   3.27356119e-01   5.65237633e-01   9.99284402e-01   3.31805318e+00
  1.00609737e+02   3.05116469e+01   3.05225638e+01   3.27333627e-01   5.65174925e-01   9.99284666e-01   3.31891280e+00
  1.00649733e+02   3.05220042e+01   3.05329208e+01   3.27311148e-01   5.65112261e-01   9.99284929e-01   3.31977212e+00
  1.00689729e+02   3.05323618e+01   3.05432781e+01   3.27288683e-01   5.65049640e-01   9.99285193e-01   3.32063112e+00
  1.00729725e+02   3.05427196e+01   3.05536356e+01   3.27266231e-01   5.64987062e-01   9.99285456e-01   3.32148983e+00
  1.00769721e+02   3.05530776e+01   3.05639932e+01   3.27243792e-01   5.64924526e-01   9.99285719e-01   3.32234822e+00
  1.00809718e+02   3.05634358e+01   3.05743511e+01   3.27221365e-01   5.64862034e-01   9.99285982e-01   3.32320632e+00
  1.00849714e+02   3.05737942e+01   3.05847091e+01   3.27198952e-01   5.64799585e-01   9.99286245e-01   3.32406410e+00
  1.00889710e+02   3.05841527e+01   3.05950674e+01   3.27176552e-01   5.64737179e-01   9.99286507e-01   3.32492158e+00
  1.00929706e+02   3.05945115e+01   3.06054259e+01   3.27154165e-01   5.64674816e-01   9.99286770e-01   3.32577875e+00
  1.00969702e+02   3.06048705e+01   3.06157846e+01   3.27131791e-01   5.64612496e-01   9.99287032e-01   3.32663562e+00
  1.01009698e+02   3.06152298e+01   3.06261435e+01   3.27109430e-01   5.64550219e-01   9.99287294e-01   3.32749218e+00
  1.01049694e+02   3.06255892e+01   3.06365026e+01   3.27087082e-01   5.64487984e-01   9.99287556e-01   3.32834843e+00
  1.01089690e+02   3.06359488e+01   3.06468619e+01   3.27064747e-01   5.64425793e-01   9.99287817e-01   3.32920438e+00
  1.01129686e+02   3.06463087e+01   3.06572214e+01   3.27042425e-01   5.64363644e-01   9.99288079e-01   3.33006002e+00
  1.01169682e+02   3.06566687e+01   3.06675812e+01   3.27020116e-01   5.64301538e-01   9.99288340e-01   3.33091535e+00
  1.01209678e+02   3.06670290e+01   3.06779411e+01   3.26997820e-01   5.64239475e-01   9.99288601e-01   3.33177038e+00
  1.01249674e+02   3.06773895e+01   3.06883013e+01   3.26975538e-01   5.64177455e-01   9.99288862e-01   3.33262509e+00
  1.01289671e+02   3.06877502e+01   3.06986617e+01   3.26953268e-01   5.64115478e-01   9.99289123e-01   3.33347950e+00
  1.01329667e+02   3.06981112e+01   3.07090224e+01   3.26931011e-01   5.64053543e-01   9.99289383e-01   3.33433360e+00
  1.01369663e+02   3.07084723e+01   3.07193832e+01   3.26908767e-01   5.63991651e-01   9.99289643e-01   3.33518740e+00
  1.01409659e+02   3.07188337e+01   3.07297443e+01   3.26886536e-01   5.63929802e-01   9.99289903e-01   3.33604088e+00
  1.01449655e+02   3.07291954e+01   3.07401056e+01   3.26864318e-01   5.63867995e-01   9.99290163e-01   3.33689406e+00
  1.01489651e+02   3.07395572e+01   3.07504671e+01   3.26842113e-01   5.63806231e-01   9.99290423e-01   3.33774692e+00
  1.01529647e+02   3.07499193e+01   3.07608289e+01   3.26819921e-01   5.63744510e-01   9.99290683e-01   3.33859948e+00
  1.01569643e+02   3.07602816e+01   3.07711909e+01   3.26797742e-01   5.63682831e-01   9.99290942e-01   3.33945173e+00
  1.01609639e+02   3.07706441e+01   3.07815531e+01   3.26775576e-01   5.63621195e-01   9.99291201e-01   3.34030368e+00
  1.01649635e+02   3.07810069e+01   3.07919155e+01   3.26753423e-01   5.63559602e-01   9.99291460e-01   3.34115531e+00
  1.01689631e+02   3.07913699e+01   3.08022782e+01   3.26731283e-01   5.63498051e-01   9.99291719e-01   3.34200663e+00
  1.01729627e+02   3.08017331e+01   3.08126411e+01   3.26709156e-01   5.63436542e-01   9.99291977e-01   3.34285765e+00
  1.01769624e+02   3.08120966e+01   3.08230043e+01   3.26687041e-01   5.63375076e-01   9.99292236e-01   3.34370835e+00
  1.01809620e+02   3.08224603e+01   3.08333677e+01   3.26664940e-01   5.63313653e-01   9.99292494e-01   3.34455874e+00
  1.01849616e+02   3.08328243e+01   3.08437314e+01   3.26642852e-01   5.63252272e-01   9.99292752e-01   3.34540883e+00
  1.01889612e+02   3.08431885e+01   3.08540952e+01   3.26620776e-01   5.63190934e-01   9.99293010e-01   3.34625860e+00
  1.01929608e+02   3.08535529e+01   3.08644594e+01   3.26598714e-01   5.63129637e-01   9.99293268e-01   3.34710806e+00
  1.01969604e+02   3.08639176e+01   3.08748238e+01   3.26576664e-01   5.63068384e-01   9.99293525e-01   3.34795722e+00
